UPC,Market_Name,MskdName,WEEK_START_parsed,Parent_Company,PRODUCT_TYPE,EST_ACV_avg,UNITS_sum,DOLLARS_sum,RegPrice_avg,AvgPrice_avg,old_Discount_avg,D_avg,old_PR_Avg,DOLLARS_sum_sum,PR_avg,Discount_avg,prediction,DOLLARS_no_discount,Incr.Revenue,COGS_per_unit_zero_discount,COGS_discount,Gross_Profit_discount,COGS_zero_discount,Gross_Profit_zero_discount,Incr. Gross Profit
00-03-77975-02225,NEW_YORK,"Chain112,",2012-07-16T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,201,502.5,2.995384615,2.5,0.161538462,0,1,1114852.44,0,0.161538462,134.4613744,402.7635321,99.7364679,2.0332,408.6732,93.8268,273.4,129.4,-35.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-07-23T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,122,364.78,2.995384615,2.99,0.001538462,0.153846154,0,1114852.44,0,0.001538462,102.9360975,308.3332029,56.44679707,2.0332,248.0504,116.7296,209.3,99.0,17.7
00-03-77975-02225,NEW_YORK,"Chain112,",2011-01-10T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,128,318.72,2.995384615,2.49,0.171538462,0,0,1114852.44,0,0.171538462,124.239436,372.1448951,-53.42489508,2.0332,260.2496,58.4704,252.6,119.5,-61.1
00-03-77975-02225,NEW_YORK,"Chain112,",2011-01-17T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,131,326.19,2.995384615,2.49,0.171538462,0,0,1114852.44,0,0.171538462,124.1937086,372.0079241,-45.81792409,2.0332,266.3492,59.8408,252.5,119.5,-59.7
00-03-77975-02225,NEW_YORK,"Chain112,",2011-01-24T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,137,341.13,2.995384615,2.49,0.171538462,0,0,1114852.44,0,0.171538462,127.6862932,382.4695584,-41.33955838,2.0332,278.5484,62.5816,259.6,122.9,-60.3
00-03-77975-02225,NEW_YORK,"Chain112,",2011-01-31T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,143,358.67,2.995384615,2.5,0.167692308,0,0,1114852.44,0,0.167692308,137.0427868,410.4958552,-51.82585515,2.0332,290.7476,67.9224,278.6,131.9,-63.9
00-03-77975-02225,NEW_YORK,"Chain112,",2011-02-07T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,148,396.72,2.995384615,2.685384615,0.103076923,0,0,1114852.44,0,0.103076923,135.1313025,404.7702245,-8.050224546,2.0332,300.9136,95.8064,274.7,130.0,-34.2
00-03-77975-02225,NEW_YORK,"Chain112,",2011-02-14T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,128,344.32,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,130.7396005,391.615388,-47.295388,2.0332,260.2496,84.0704,265.8,125.8,-41.7
00-03-77975-02225,NEW_YORK,"Chain112,",2011-02-21T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,102,274.38,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,93.76961302,280.8760562,-6.496056237,2.0332,207.3864,66.9936,190.7,90.2,-23.2
00-03-77975-02225,NEW_YORK,"Chain112,",2011-02-28T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,126,338.94,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,128.0503802,383.5601388,-44.62013878,2.0332,256.1832,82.7568,260.4,123.2,-40.5
00-03-77975-02225,NEW_YORK,"Chain112,",2011-03-07T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,55.037475,95,253.48,2.99,2.659166667,0.110833333,0,0.083333333,1114852.44,0,0.110833333,109.7321128,328.0990172,-74.61901719,2.0332,193.154,60.326,223.1,105.0,-44.7
00-03-77975-02225,NEW_YORK,"Chain112,",2011-03-14T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,196,392,2.995384615,2,0.331538462,0.153846154,1,1114852.44,0,0.331538462,127.0540652,380.5757922,11.42420784,2.0332,398.5072,-6.5072,258.3,122.2,-128.8
00-03-77975-02225,NEW_YORK,"Chain112,",2012-07-02T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,98,293.02,2.995384615,2.99,0.001538462,0.153846154,0,1114852.44,0,0.001538462,91.70894752,274.7035705,18.31642949,2.0332,199.2536,93.7664,186.5,88.2,5.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-07-09T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,213,532.5,2.995384615,2.5,0.161538462,0.153846154,1,1114852.44,0,0.161538462,139.3778107,417.49015,115.00985,2.0332,433.0716,99.4284,283.4,134.1,-34.7
00-03-77975-02225,NEW_YORK,"Chain112,",2010-12-27T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,182,364,2.842307692,2,0.229230769,0,1,1114852.44,0,0.229230769,139.6179725,396.8372372,-32.83723716,2.0332,370.0424,-6.0424,283.9,113.0,-119.0
00-03-77975-02225,NEW_YORK,"Chain112,",2011-01-03T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,244,488,2.842307692,2,0.229230769,0,1,1114852.44,0,0.229230769,145.2585839,412.8695905,75.13040952,2.0332,496.1008,-8.1008,295.3,117.5,-125.6
00-03-77975-02225,NEW_YORK,"Chain112,",2011-10-17T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,134,360.46,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,125.4227607,375.6894077,-15.22940773,2.0332,272.4488,88.0112,255.0,120.7,-32.7
00-03-77975-02225,NEW_YORK,"Chain112,",2011-10-24T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,146,392.74,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,130.2715467,390.2133869,2.526613063,2.0332,296.8472,95.8928,264.9,125.3,-29.5
00-03-77975-02225,NEW_YORK,"Chain112,",2011-10-31T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,166,446.54,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,153.3360574,459.3004673,-12.76046733,2.0332,337.5112,109.0288,311.8,147.5,-38.5
00-03-77975-02225,NEW_YORK,"Chain112,",2011-11-07T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,141,379.29,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,135.7542685,406.6362474,-27.34624738,2.0332,286.6812,92.6088,276.0,130.6,-38.0
00-03-77975-02225,NEW_YORK,"Chain112,",2011-11-14T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,145,390.05,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,137.3803025,411.5068446,-21.45684457,2.0332,294.814,95.236,279.3,132.2,-36.9
00-03-77975-02225,NEW_YORK,"Chain112,",2011-11-21T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,161,430.71,2.995384615,2.679230769,0.105384615,0,0,1114852.44,0,0.105384615,148.5307131,444.906613,-14.19661302,2.0332,327.3452,103.3648,302.0,142.9,-39.5
00-03-77975-02225,NEW_YORK,"Chain112,",2011-11-28T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,162,435.78,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,151.0241767,452.3754953,-16.59549535,2.0332,329.3784,106.4016,307.1,145.3,-38.9
00-03-77975-02225,NEW_YORK,"Chain112,",2011-12-05T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,165,443.85,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,153.6288264,460.1774231,-16.32742309,2.0332,335.478,108.372,312.4,147.8,-39.4
00-03-77975-02225,NEW_YORK,"Chain112,",2011-12-12T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,170,457.3,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,157.0725801,470.4927901,-13.19279008,2.0332,345.644,111.656,319.4,151.1,-39.5
00-03-77975-02225,NEW_YORK,"Chain112,",2011-12-19T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,226,607.94,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,212.2116766,635.6555913,-27.71559127,2.0332,459.5032,148.4368,431.5,204.2,-55.8
00-03-77975-02225,NEW_YORK,"Chain112,",2011-12-26T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,54.45455833,167,449.23,2.995833333,2.69,0.101666667,0,0,1114852.44,0,0.101666667,158.3035223,474.2509688,-25.02096883,2.0332,339.5444,109.6856,321.9,152.4,-42.7
00-03-77975-02225,NEW_YORK,"Chain112,",2012-01-02T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,146,392.74,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,136.7845238,409.7222583,-16.98225829,2.0332,296.8472,95.8928,278.1,131.6,-35.7
00-03-77975-02225,NEW_YORK,"Chain112,",2012-01-09T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,148,399.92,2.995384615,2.718461538,0.092307692,0,0,1114852.44,0,0.092307692,137.2950817,411.2515754,-11.33157542,2.0332,300.9136,99.0064,279.1,132.1,-33.1
00-03-77975-02225,NEW_YORK,"Chain112,",2012-01-16T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,140,417.7,2.995384615,2.985384615,0.003076923,0,0,1114852.44,0,0.003076923,132.6428817,397.3164472,20.38355282,2.0332,284.648,133.052,269.7,127.6,5.4
00-03-77975-02225,NEW_YORK,"Chain112,",2012-01-23T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,115,343.85,2.995384615,2.99,0.001538462,0,0,1114852.44,0,0.001538462,108.7402142,325.7187645,18.13123546,2.0332,233.818,110.032,221.1,104.6,5.4
00-03-77975-02225,NEW_YORK,"Chain112,",2012-01-30T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,144,427.62,2.995384615,2.967692308,0.008461538,0,0,1114852.44,0,0.008461538,136.4447845,408.7046083,18.91539175,2.0332,292.7808,134.8392,277.4,131.3,3.6
00-03-77975-02225,NEW_YORK,"Chain112,",2012-02-06T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,58.015975,180,450,2.995833333,2.5,0.161666667,0,1,1114852.44,0,0.161666667,102.4616437,306.9580077,143.0419923,2.0332,365.976,84.024,208.3,98.6,-14.6
00-03-77975-02225,NEW_YORK,"Chain112,",2012-02-13T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,198,495,2.995384615,2.5,0.161538462,0,1,1114852.44,0,0.161538462,130.950141,392.2460378,102.7539622,2.0332,402.5736,92.4264,266.2,126.0,-33.6
00-03-77975-02225,NEW_YORK,"Chain112,",2012-02-20T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,102,304.98,2.995384615,2.99,0.001538462,0,0,1114852.44,0,0.001538462,96.15287714,288.0148489,16.96515109,2.0332,207.3864,97.5936,195.5,92.5,5.1
00-03-77975-02225,NEW_YORK,"Chain112,",2012-02-27T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,144,428.11,2.995384615,2.979230769,0.005384615,0,0,1114852.44,0,0.005384615,137.7122759,412.5012325,15.60876746,2.0332,292.7808,135.3292,280.0,132.5,2.8
00-03-77975-02225,NEW_YORK,"Chain112,",2012-03-05T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,206,515,2.995384615,2.5,0.161538462,0.153846154,1,1114852.44,0,0.161538462,137.4401146,411.6860048,103.3139952,2.0332,418.8392,96.1608,279.4,132.2,-36.1
00-03-77975-02225,NEW_YORK,"Chain112,",2012-03-12T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,160,400,2.995384615,2.5,0.161538462,0,1,1114852.44,0,0.161538462,126.8345994,379.9184076,20.08159237,2.0332,325.312,74.688,257.9,122.0,-47.4
00-03-77975-02225,NEW_YORK,"Chain112,",2012-03-19T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,114,339.88,2.995384615,2.980769231,0.004615385,0,0,1114852.44,0,0.004615385,110.3007812,330.393263,9.486737024,2.0332,231.7848,108.0952,224.3,106.1,2.0
00-03-77975-02225,NEW_YORK,"Chain112,",2012-03-26T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,264,660,2.995384615,2.5,0.161538462,0.076923077,1,1114852.44,0,0.161538462,118.4802197,354.8938274,305.1061726,2.0332,536.7648,123.2352,240.9,114.0,9.2
00-03-77975-02225,NEW_YORK,"Chain112,",2012-04-02T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,241,602.5,2.995384615,2.5,0.161538462,0.076923077,1,1114852.44,0,0.161538462,111.2267247,333.1668201,269.3331799,2.0332,490.0012,112.4988,226.1,107.0,5.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-04-09T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,54.45455833,103,307.97,2.995833333,2.99,0.001666667,0,0,1114852.44,0,0.001666667,104.7930535,313.9425228,-5.972522777,2.0332,209.4196,98.5504,213.1,100.9,-2.3
00-03-77975-02225,NEW_YORK,"Chain112,",2012-04-16T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,138,412.62,2.995384615,2.99,0.001538462,0,0,1114852.44,0,0.001538462,133.3307221,399.3767937,13.24320629,2.0332,280.5816,132.0384,271.1,128.3,3.7
00-03-77975-02225,NEW_YORK,"Chain112,",2012-04-23T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,110,328.9,2.995384615,2.99,0.001538462,0,0,1114852.44,0,0.001538462,103.8707109,311.1327294,17.76727059,2.0332,223.652,105.248,211.2,99.9,5.3
00-03-77975-02225,NEW_YORK,"Chain112,",2012-04-30T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,146,436.54,2.995384615,2.99,0.001538462,0,0,1114852.44,0,0.001538462,139.6576043,418.3282393,18.21176074,2.0332,296.8472,139.6928,284.0,134.4,5.3
00-03-77975-02225,NEW_YORK,"Chain112,",2012-05-07T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,147,439.53,2.995384615,2.99,0.001538462,0,0,1114852.44,0,0.001538462,141.7297062,424.5349815,14.99501854,2.0332,298.8804,140.6496,288.2,136.4,4.3
00-03-77975-02225,NEW_YORK,"Chain112,",2012-05-14T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,55.037475,133,397.67,2.99,2.99,0,0,0,1114852.44,0,0,132.9605337,397.5519959,0.11800413,2.0332,270.4156,127.2544,270.3,127.2,0.0
00-03-77975-02225,NEW_YORK,"Chain112,",2012-05-21T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,58.015975,134,400.66,2.995833333,2.99,0.001666667,0,0,1114852.44,0,0.001666667,111.1794931,333.0752316,67.58476844,2.0332,272.4488,128.2112,226.1,107.0,21.2
00-03-77975-02225,NEW_YORK,"Chain112,",2012-05-28T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,55.270395,100,299,2.995833333,2.99,0.001666667,0,0,1114852.44,0,0.001666667,105.9330555,317.3577788,-18.35777875,2.0332,203.32,95.68,215.4,102.0,-6.3
00-03-77975-02225,NEW_YORK,"Chain112,",2012-06-04T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,145,433.55,2.995384615,2.99,0.001538462,0.153846154,0,1114852.44,0,0.001538462,139.3257195,417.3341166,16.21588341,2.0332,294.814,138.736,283.3,134.1,4.7
00-03-77975-02225,NEW_YORK,"Chain112,",2012-06-11T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,133,395.22,2.995384615,2.972307692,0.007692308,0.153846154,0,1114852.44,0,0.007692308,131.6813621,394.4363262,0.783673812,2.0332,270.4156,124.8044,267.7,126.7,-1.9
00-03-77975-02225,NEW_YORK,"Chain112,",2012-06-18T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,182,455,2.995384615,2.5,0.161538462,0,1,1114852.44,0,0.161538462,117.8872419,353.1176306,101.8823694,2.0332,370.0424,84.9576,239.7,113.4,-28.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-06-25T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,154,385,2.995384615,2.5,0.161538462,0.153846154,1,1114852.44,0,0.161538462,96.43199177,288.8509046,96.14909542,2.0332,313.1128,71.8872,196.1,92.8,-20.9
00-03-77975-02225,NEW_YORK,"Chain112,",2011-09-19T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,135,359.7,2.995384615,2.666923077,0.109230769,0,0,1114852.44,0,0.109230769,124.7444475,373.6575988,-13.95759881,2.0332,274.482,85.218,253.6,120.0,-34.8
00-03-77975-02225,NEW_YORK,"Chain112,",2011-09-26T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,577,871.5,2.995384615,1.538461538,0.487692308,0.307692308,1,1114852.44,0,0.487692308,111.9332309,335.2830779,536.2169221,2.0332,1173.1564,-301.6564,227.6,107.7,-409.4
00-03-77975-02225,NEW_YORK,"Chain112,",2011-10-03T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,438,876,2.995384615,2,0.331538462,0.153846154,1,1114852.44,0,0.331538462,126.9678312,380.3174882,495.6825118,2.0332,890.5416,-14.5416,258.2,122.2,-136.7
00-03-77975-02225,NEW_YORK,"Chain112,",2011-10-10T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,54.38147917,122,328.18,2.995833333,2.69,0.101666667,0.166666667,0,1114852.44,0,0.101666667,109.0759507,326.7733691,1.40663092,2.0332,248.0504,80.1296,221.8,105.0,-24.9
00-03-77975-02225,NEW_YORK,"Chain112,",2012-10-29T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.80505833,159,318,2.995833333,2,0.331666667,0,1,1114852.44,0,0.331666667,65.65344449,196.6867774,121.3132226,2.0332,323.2788,-5.2788,133.5,63.2,-68.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-11-05T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,139,406.3,2.995384615,2.957692308,0.012307692,0,0.076923077,1114852.44,0,0.012307692,139.4630196,417.7453833,-11.44538329,2.0332,282.6148,123.6852,283.6,134.2,-10.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-11-12T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,135,392.38,2.995384615,2.952307692,0.013846154,0.076923077,0.076923077,1114852.44,0,0.013846154,129.9306941,389.1924022,3.1875978,2.0332,274.482,117.898,264.2,125.0,-7.1
00-03-77975-02225,NEW_YORK,"Chain112,",2012-11-19T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,119,353.36,2.995384615,2.980769231,0.004615385,0,0,1114852.44,0,0.004615385,178.9751268,536.0993414,-182.7393414,2.0332,241.9508,111.4092,363.9,172.2,-60.8
00-03-77975-02225,NEW_YORK,"Chain112,",2012-11-26T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,171,430.11,2.995384615,2.522307692,0.154615385,0,1,1114852.44,0,0.154615385,153.3331098,459.2916382,-29.18163823,2.0332,347.6772,82.4328,311.8,147.5,-65.1
00-03-77975-02225,NEW_YORK,"Chain112,",2012-12-03T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,185,462.5,2.995384615,2.5,0.161538462,0,1,1114852.44,0,0.161538462,155.5781777,466.0164798,-3.516479833,2.0332,376.142,86.358,316.3,149.7,-63.3
00-03-77975-02225,NEW_YORK,"Chain112,",2012-12-10T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,123,367.77,2.995384615,2.99,0.001538462,0,0,1114852.44,0,0.001538462,154.5808426,463.0290777,-95.25907767,2.0332,250.0836,117.6864,314.3,148.7,-31.0
00-03-77975-02225,NEW_YORK,"Chain112,",2012-12-17T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,156,466.44,2.995384615,2.99,0.001538462,0,0,1114852.44,0,0.001538462,202.4571091,606.4369097,-139.9969097,2.0332,317.1792,149.2608,411.6,194.8,-45.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-12-24T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,131,390.69,2.995384615,2.984615385,0.003076923,0,0,1114852.44,0,0.003076923,154.1162239,461.637366,-70.94736601,2.0332,266.3492,124.3408,313.3,148.3,-23.9
00-03-77975-02225,NEW_YORK,"Chain112,",2012-10-01T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,698,1241.54,2.995384615,1.803076923,0.399230769,0.307692308,1,1114852.44,0,0.399230769,111.9680896,335.3874931,906.1525069,2.0332,1419.1736,-177.6336,227.7,107.7,-285.4
00-03-77975-02225,NEW_YORK,"Chain112,",2012-10-08T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,149,419.54,2.995384615,2.876923077,0.038461538,0.153846154,0.230769231,1114852.44,0,0.038461538,118.5780709,355.1869292,64.35307079,2.0332,302.9468,116.5932,241.1,114.1,2.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-10-15T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,135,385.99,2.995384615,2.893076923,0.033076923,0.153846154,0.230769231,1114852.44,0,0.033076923,137.1831939,410.9164284,-24.9264284,2.0332,274.482,111.508,278.9,132.0,-20.5
00-03-77975-02225,NEW_YORK,"Chain112,",2012-10-22T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,483,966,2.995384615,2,0.331538462,0.230769231,1,1114852.44,0,0.331538462,120.7920855,361.8187546,604.1812454,2.0332,982.0356,-16.0356,245.6,116.2,-132.3
00-03-77975-02225,NEW_YORK,"Chain112,",2011-07-11T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,188,470,2.995384615,2.5,0.161538462,0.153846154,0.846153846,1114852.44,0,0.161538462,133.201703,398.990332,71.00966801,2.0332,382.2416,87.7584,270.8,128.2,-40.4
00-03-77975-02225,NEW_YORK,"Chain112,",2011-07-18T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,186,465,2.995384615,2.5,0.161538462,0.153846154,0.846153846,1114852.44,0,0.161538462,117.6741209,352.4792515,112.5207485,2.0332,378.1752,86.8248,239.3,113.2,-26.4
00-03-77975-02225,NEW_YORK,"Chain112,",2011-07-25T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,110,295.9,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,100.1137466,299.8791763,-3.979176289,2.0332,223.652,72.248,203.6,96.3,-24.1
00-03-77975-02225,NEW_YORK,"Chain112,",2011-08-01T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,54.45455833,144,387.36,2.995833333,2.69,0.101666667,0,0,1114852.44,0,0.101666667,133.3937107,399.625325,-12.26532496,2.0332,292.7808,94.5792,271.2,128.4,-33.8
00-03-77975-02225,NEW_YORK,"Chain112,",2011-08-08T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,121,325.49,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,128.0185155,383.4646918,-57.97469179,2.0332,246.0172,79.4728,260.3,123.2,-43.7
00-03-77975-02225,NEW_YORK,"Chain112,",2011-08-15T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,121,325.49,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,124.2024694,372.0341661,-46.54416613,2.0332,246.0172,79.4728,252.5,119.5,-40.0
00-03-77975-02225,NEW_YORK,"Chain112,",2011-08-22T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,169,454.61,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,159.0899418,476.535564,-21.92556403,2.0332,343.6108,110.9992,323.5,153.1,-42.1
00-03-77975-02225,NEW_YORK,"Chain112,",2011-08-29T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,105,281.25,2.995384615,2.683076923,0.103846154,0,0,1114852.44,0,0.103846154,106.6663605,319.5067752,-38.25677516,2.0332,213.486,67.764,216.9,102.6,-34.9
00-03-77975-02225,NEW_YORK,"Chain112,",2011-09-05T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,54.45455833,113,303.97,2.995833333,2.69,0.101666667,0,0,1114852.44,0,0.101666667,107.1917085,321.1284934,-17.15849339,2.0332,229.7516,74.2184,217.9,103.2,-29.0
00-03-77975-02225,NEW_YORK,"Chain112,",2011-06-13T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,135,361.63,2.995384615,2.682307692,0.104615385,0,0,1114852.44,0,0.104615385,134.8280015,403.8617215,-42.23172146,2.0332,274.482,87.148,274.1,129.7,-42.6
00-03-77975-02225,NEW_YORK,"Chain112,",2011-06-20T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,149,372.5,2.995384615,2.5,0.161538462,0.153846154,0.923076923,1114852.44,0,0.161538462,102.4951648,307.0124396,65.48756035,2.0332,302.9468,69.5532,208.4,98.6,-29.1
00-03-77975-02225,NEW_YORK,"Chain112,",2011-06-27T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,122,328.18,2.995384615,2.69,0.101538462,0,0,1114852.44,0,0.101538462,115.9051012,347.1803571,-19.00035705,2.0332,248.0504,80.1296,235.7,111.5,-31.4
00-03-77975-02225,NEW_YORK,"Chain112,",2011-07-04T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,93,248.65,2.995384615,2.679230769,0.105384615,0,0,1114852.44,0,0.105384615,88.21696838,264.2437499,-15.59374989,2.0332,189.0876,59.5624,179.4,84.9,-25.3
00-03-77975-02225,NEW_YORK,"Chain112,",2011-04-04T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,118,317.42,2.995384615,2.69,0.101538462,0.153846154,0,1114852.44,0,0.101538462,117.9930956,353.4347032,-36.01470323,2.0332,239.9176,77.5024,239.9,113.5,-36.0
00-03-77975-02225,NEW_YORK,"Chain112,",2011-04-11T00:00:00.000Z,SNYDER'S OF HANOVER INC.,PRETZEL,56.26959154,117,314.73,2.995384615,2.69,0.101538462,0.153846154,0,1114852.44,0,0.101538462,126.5315519,379.0106639,-64.28066392,2.0332,237.8844,76.8456,257.3,121.7,-44.9
